trial_id,config_id,k_margin,base_accuracy,steps,voting_correct,single_correct,total_samples,converged,elapsed_ms
94,k3_live,3,0,1,false,false,3,true,792
95,k3_live,3,0,1,false,false,7,true,1863
96,k3_live,3,0,1,true,true,3,true,894
97,k3_live,3,0,1,false,false,3,true,876
98,k3_live,3,0,1,false,false,20,false,5851
99,k3_live,3,0,1,false,false,3,true,853
100,k3_live,3,0,1,false,false,18,true,5206
101,k3_live,3,0,1,true,false,20,true,6093
102,k3_live,3,0,1,false,false,20,false,5710
103,k3_live,3,0,1,false,false,3,true,782
104,k3_live,3,0,1,false,false,3,true,865
105,k3_live,3,0,1,true,true,3,true,842
106,k3_live,3,0,1,false,false,3,true,908
107,k3_live,3,0,1,false,false,11,true,3294
108,k3_live,3,0,1,true,true,3,true,870
109,k3_live,3,0,1,false,false,3,true,918
110,k3_live,3,0,1,false,false,9,true,2625
111,k3_live,3,0,1,false,false,3,true,919
