trial_id,config_id,k_margin,base_accuracy,steps,voting_correct,single_correct,total_samples,converged,elapsed_ms
157,k1_live,1,0,1,true,true,1,true,1266
158,k1_live,1,0,1,true,true,1,true,1278
159,k1_live,1,0,1,true,true,1,true,1747
160,k1_live,1,0,1,true,true,1,true,1510
161,k1_live,1,0,1,true,true,1,true,1734
162,k1_live,1,0,1,true,true,1,true,1923
163,k1_live,1,0,1,true,true,1,true,2042
164,k1_live,1,0,1,true,true,1,true,2532
165,k1_live,1,0,1,true,true,1,true,1770
166,k1_live,1,0,1,true,true,1,true,2078
167,k1_live,1,0,1,true,true,1,true,1561
168,k1_live,1,0,1,true,true,1,true,1554
169,k1_live,1,0,1,true,true,1,true,1753
170,k1_live,1,0,1,true,true,1,true,1669
171,k1_live,1,0,1,true,true,1,true,1784
172,k1_live,1,0,1,true,true,1,true,2091
173,k1_live,1,0,1,true,true,1,true,1983
174,k1_live,1,0,1,true,true,1,true,2314
175,k1_live,1,0,1,true,true,1,true,1942
176,k1_live,1,0,1,true,true,1,true,2370
177,k1_live,1,0,1,true,true,1,true,3719
178,k1_live,1,0,1,true,true,1,true,1974
179,k1_live,1,0,1,true,true,1,true,2426
180,k1_live,1,0,1,true,true,1,true,1639
181,k1_live,1,0,1,true,true,1,true,2016
182,k1_live,1,0,1,true,true,1,true,1589
183,k1_live,1,0,1,true,true,1,true,1353
184,k1_live,1,0,1,true,true,1,true,2002
185,k1_live,1,0,1,true,true,1,true,1878
186,k1_live,1,0,1,true,true,1,true,2036
187,k1_live,1,0,1,true,true,1,true,1717
188,k1_live,1,0,1,true,true,1,true,2370
189,k1_live,1,0,1,true,true,1,true,2236
190,k1_live,1,0,1,true,true,1,true,2388
191,k1_live,1,0,1,true,true,1,true,1970
192,k1_live,1,0,1,true,true,1,true,1628
193,k1_live,1,0,1,true,true,1,true,1969
194,k1_live,1,0,1,true,true,1,true,1565
195,k1_live,1,0,1,true,true,1,true,1512
196,k1_live,1,0,1,true,true,1,true,1549
197,k1_live,1,0,1,true,true,1,true,1883
198,k1_live,1,0,1,true,true,1,true,3742
199,k1_live,1,0,1,true,true,1,true,1700
200,k1_live,1,0,1,true,true,1,true,1417
201,k1_live,1,0,1,true,true,1,true,1611
202,k1_live,1,0,1,true,true,1,true,3630
203,k1_live,1,0,1,true,true,1,true,1614
204,k1_live,1,0,1,true,true,1,true,1515
205,k1_live,1,0,1,true,true,1,true,1639
206,k1_live,1,0,1,true,true,1,true,1517
207,k1_live,1,0,1,true,true,1,true,1374
208,k1_live,1,0,1,true,true,1,true,1616
209,k1_live,1,0,1,true,true,1,true,2125
210,k1_live,1,0,1,true,true,1,true,2030
211,k1_live,1,0,1,true,true,1,true,1811
212,k1_live,1,0,1,true,true,1,true,2734
213,k1_live,1,0,1,true,true,1,true,1940
214,k1_live,1,0,1,true,true,1,true,1849
215,k1_live,1,0,1,true,true,1,true,3342
216,k1_live,1,0,1,true,true,1,true,1062
217,k1_live,1,0,1,true,true,1,true,1760
218,k1_live,1,0,1,true,true,1,true,1611
219,k1_live,1,0,1,true,true,1,true,1657
220,k1_live,1,0,1,true,true,1,true,3738
221,k1_live,1,0,1,true,true,1,true,1879
222,k1_live,1,0,1,true,true,1,true,1744
223,k1_live,1,0,1,true,true,1,true,2074
224,k1_live,1,0,1,true,true,1,true,1946
225,k1_live,1,0,1,true,true,1,true,1550
226,k1_live,1,0,1,true,true,1,true,1886
227,k1_live,1,0,1,true,true,1,true,2016
228,k1_live,1,0,1,true,true,1,true,2362
229,k1_live,1,0,1,true,true,1,true,2462
230,k1_live,1,0,1,true,true,1,true,1742
231,k1_live,1,0,1,true,true,1,true,1607
232,k1_live,1,0,1,true,true,1,true,1798
233,k1_live,1,0,1,true,true,1,true,1631
234,k1_live,1,0,1,true,true,1,true,2082
235,k1_live,1,0,1,true,true,1,true,1888
236,k1_live,1,0,1,true,true,1,true,2384
237,k1_live,1,0,1,true,true,1,true,1536
238,k1_live,1,0,1,true,true,1,true,2041
239,k1_live,1,0,1,true,true,1,true,2146
0,k2_live,2,0,1,true,true,2,true,3671
1,k2_live,2,0,1,true,true,2,true,3258
2,k2_live,2,0,1,true,true,2,true,3133
3,k2_live,2,0,1,true,true,2,true,3140
4,k2_live,2,0,1,true,true,2,true,3282
5,k2_live,2,0,1,true,true,2,true,4667
6,k2_live,2,0,1,true,true,2,true,3790
7,k2_live,2,0,1,true,true,2,true,4034
8,k2_live,2,0,1,true,true,2,true,3206
9,k2_live,2,0,1,true,true,2,true,2878
10,k2_live,2,0,1,true,true,2,true,3069
11,k2_live,2,0,1,true,true,2,true,3285
12,k2_live,2,0,1,true,true,2,true,4206
13,k2_live,2,0,1,true,true,2,true,2852
14,k2_live,2,0,1,true,true,2,true,3189
15,k2_live,2,0,1,true,true,2,true,2994
16,k2_live,2,0,1,true,true,2,true,4813
17,k2_live,2,0,1,true,true,2,true,3579
